Time,Anomaly (deg C)
1947-07,-0.06481824
1947-08,-0.11288264
1947-09,-0.16043018
1947-10,0.033811674
1947-11,0.02912334
1947-12,-0.2331089
1948-01,-0.018996688
1948-02,-0.23857602
1948-03,-0.28302348
1948-04,-0.11460242
1948-05,0.057578262
1948-06,-0.008215971
1948-07,-0.12959683
1948-08,-0.047574744
1948-09,-0.13380374
1948-10,-0.05680375
1948-11,-0.17333214
1948-12,-0.34898767
1949-01,-0.018577993
1949-02,-0.24225979
1949-03,-0.10957825
1949-04,-0.14671285
1949-05,-0.11125476
1949-06,-0.23316567
1949-07,-0.18007946
1949-08,-0.07750365
1949-09,-0.123270296
1949-10,-0.08973549
1949-11,-0.1810419
1949-12,-0.21244651
1950-01,-0.3000435
1950-02,-0.3700363
1950-03,-0.21643846
1950-04,-0.24361575
1950-05,-0.13729782
1950-06,-0.105043374
1950-07,-0.10670231
1950-08,-0.15261763
1950-09,-0.24503586
1950-10,-0.20104446
1950-11,-0.38081577
1950-12,-0.2607705
1951-01,-0.3603426
1951-02,-0.50937843
1951-03,-0.2620192
1951-04,-0.108077675
1951-05,0.03226914
1951-06,0.060181145
1951-07,0.03866412
1951-08,0.12133113
1951-09,0.13226272
1951-10,0.12436143
1951-11,-0.07229671
1951-12,0.06919738
1952-01,0.09402649
1952-02,0.068350874
1952-03,-0.16353905
1952-04,0.045588057
1952-05,0.022243632
1952-06,0.023484357
1952-07,0.09006012
1952-08,0.096942395
1952-09,0.09621102
1952-10,-0.016534438
1952-11,-0.13228506
1952-12,-0.040293824
1953-01,-0.009005203
1953-02,0.09501187
1953-03,0.01800697
1953-04,0.22455436
1953-05,0.14901619
1953-06,0.1404282
1953-07,0.043144584
1953-08,0.08707856
1953-09,0.08630111
1953-10,0.08342033
1953-11,-0.005809958
1953-12,0.019422
1954-01,-0.24345858
1954-02,-0.08907446
1954-03,-0.18339795
1954-04,-0.11477197
1954-05,-0.17059736
1954-06,-0.1296339
1954-07,-0.19616233
1954-08,-0.10182279
1954-09,-0.11330111
1954-10,-0.011538466
1954-11,0.11638409
1954-12,-0.16362791
1955-01,0.10597792
1955-02,-0.1927132
1955-03,-0.3963697
1955-04,-0.22909744
1955-05,-0.23882908
1955-06,-0.17836486
1955-07,-0.20829603
1955-08,-0.08842416
1955-09,-0.14314792
1955-10,-0.11328784
1955-11,-0.32083791
1955-12,-0.36432907
1956-01,-0.2403825
1956-02,-0.2824351
1956-03,-0.35645258
1956-04,-0.30645928
1956-05,-0.33606264
1956-06,-0.22652255
1956-07,-0.2106352
1956-08,-0.28964865
1956-09,-0.2734754
1956-10,-0.26315844
1956-11,-0.21516415
1956-12,-0.1575909
1957-01,-0.22153513
1957-02,-0.15856387
1957-03,-0.1975386
1957-04,-0.041761864
1957-05,0.03177997
1957-06,0.06454678
1957-07,-0.06267592
1957-08,0.07285775
1957-09,0.041351955
1957-10,-0.000792038
1957-11,-0.00397586
1957-12,0.05228784
1958-01,0.25472188
1958-02,0.09280767
1958-03,0.00525536
1958-04,-0.069508456
1958-05,0.016476592
1958-06,-0.15305896
1958-07,-0.020030653
1958-08,-0.083085604
1958-09,-0.11479923
1958-10,-0.019471264
1958-11,-0.038575903
1958-12,-0.08232217
1959-01,0.013691866
1959-02,-0.005083976
1959-03,0.016677847
1959-04,0.026267799
1959-05,-0.03853143
1959-06,-0.001816517
1959-07,-0.043648165
1959-08,-0.041345503
1959-09,-0.14124896
1959-10,-0.071337834
1959-11,-0.18634169
1959-12,-0.10334121
1960-01,-0.11465857
1960-02,0.022811415
1960-03,-0.44688362
1960-04,-0.26193932
1960-05,-0.17903735
1960-06,-0.1261228
1960-07,-0.11407162
1960-08,-0.006230719
1960-09,0.003214442
1960-10,-0.031158555
1960-11,-0.21504581
1960-12,0.0836075
1961-01,-0.052229382
1961-02,0.09082819
1961-03,-0.061647724
1961-04,0.06100269
1961-05,0.067880936
1961-06,0.08760505
1961-07,-0.03974989
1961-08,-0.016852155
1961-09,-0.0302049
1961-10,-0.06376159
1961-11,-0.031068904
1961-12,-0.25179955
1962-01,-0.057049707
1962-02,0.012157755
1962-03,0.018748457
1962-04,-0.026072158
1962-05,-0.18164511
1962-06,-0.056267038
1962-07,-0.10915736
1962-08,-0.10973202
1962-09,-0.07479754
1962-10,-0.038202044
1962-11,-0.020875225
1962-12,-0.12562062
1963-01,-0.121948205
1963-02,0.040044732
1963-03,-0.34099978
1963-04,-0.17912985
1963-05,-0.1466549
1963-06,-0.06680599
1963-07,0.05953688
1963-08,0.14581573
1963-09,0.12200318
1963-10,0.06423311
1963-11,0.04470364
1963-12,-0.062525906
1964-01,-0.19452871
1964-02,-0.223004
1964-03,-0.3828084
1964-04,-0.44159797
1964-05,-0.37418637
1964-06,-0.16659828
1964-07,-0.20062846
1964-08,-0.30053315
1964-09,-0.4045793
1964-10,-0.3114203
1964-11,-0.2988282
1964-12,-0.3716253
1965-01,-0.16228765
1965-02,-0.26308638
1965-03,-0.2597473
1965-04,-0.29863885
1965-05,-0.19200662
1965-06,-0.20754607
1965-07,-0.26655743
1965-08,-0.1619956
1965-09,-0.24531643
1965-10,-0.10577728
1965-11,-0.1437657
1965-12,-0.14632036
1966-01,-0.28320545
1966-02,-0.16757782
1966-03,-0.17084473
1966-04,-0.17045191
1966-05,-0.21859409
1966-06,-0.10499999
1966-07,0.003039209
1966-08,-0.10166964
1966-09,-0.08658218
1966-10,-0.23768093
1966-11,-0.10768294
1966-12,-0.14052084
1967-01,-0.2196016
1967-02,-0.32817867
1967-03,-0.093743384
1967-04,-0.13242689
1967-05,0.056886423
1967-06,-0.108169004
1967-07,-0.067892365
1967-08,-0.099165745
1967-09,-0.12451488
1967-10,-0.020286117
1967-11,-0.119650505
1967-12,-0.1537288
1968-01,-0.32466495
1968-02,-0.26771057
1968-03,-0.003727614
1968-04,-0.18043023
1968-05,-0.22605889
1968-06,-0.15176927
1968-07,-0.19500259
1968-08,-0.12997681
1968-09,-0.22645247
1968-10,0.008175721
1968-11,-0.13496026
1968-12,-0.1911928
1969-01,-0.16237703
1969-02,-0.1970935
1969-03,-0.13277549
1969-04,0.04925599
1969-05,0.0651022
1969-06,0.005681608
1969-07,-0.10921872
1969-08,-0.07289227
1969-09,-0.013110088
1969-10,0.000908772
1969-11,0.023137517
1969-12,0.16674611
1970-01,0.014005816
1970-02,0.06375931
1970-03,-0.088141814
1970-04,-0.07942116
1970-05,-0.14051014
1970-06,-0.1370101
1970-07,-0.1120087
1970-08,-0.1992122
1970-09,-0.030715683
1970-10,-0.06031036
1970-11,-0.058197107
1970-12,-0.1930069
1971-01,-0.14365958
1971-02,-0.27261534
1971-03,-0.33664554
1971-04,-0.23293433
1971-05,-0.19747424
1971-06,-0.2552373
1971-07,-0.18479517
1971-08,-0.1812137
1971-09,-0.12637776
1971-10,-0.15617602
1971-11,-0.15279908
1971-12,-0.23074044
1972-01,-0.3790429
1972-02,-0.27782813
1972-03,-0.14302953
1972-04,-0.12759806
1972-05,-0.08247454
1972-06,-0.03190945
1972-07,-0.092689134
1972-08,0.061222523
1972-09,-0.052398738
1972-10,-0.056839254
1972-11,-0.051805325
1972-12,0.10889673
1973-01,0.10086998
1973-02,0.1593302
1973-03,0.11498211
1973-04,0.19915816
1973-05,0.10814759
1973-06,0.106045224
1973-07,0.01621605
1973-08,-0.027515162
1973-09,-0.035152175
1973-10,0.010876736
1973-11,-0.02516409
1973-12,-0.12839271
1974-01,-0.28239965
1974-02,-0.44658348
1974-03,-0.23716222
1974-04,-0.20142692
1974-05,-0.12658533
1974-06,-0.11528032
1974-07,-0.13587229
1974-08,0.023082737
1974-09,-0.09269041
1974-10,-0.11529485
1974-11,-0.12621354
1974-12,-0.21389249
1975-01,-0.09662904
1975-02,-0.020880992
1975-03,-0.011129205
1975-04,-0.05196851
1975-05,0.053007238
1975-06,-0.060783383
1975-07,-0.10466969
1975-08,-0.23242185
1975-09,-0.139501
1975-10,-0.15371259
1975-11,-0.2635898
1975-12,-0.24677177
1976-01,-0.16959344
1976-02,-0.23186116
1976-03,-0.33692363
1976-04,-0.18590005
1976-05,-0.35880584
1976-06,-0.23953491
1976-07,-0.17275204
1976-08,-0.24235126
1976-09,-0.15114157
1976-10,-0.3322862
1976-11,-0.13943368
1976-12,-0.029459003
1977-01,0.15336624
1977-02,0.10381473
1977-03,0.074755356
1977-04,0.13446577
1977-05,0.2277134
1977-06,0.20780508
1977-07,0.14251913
1977-08,0.1298329
1977-09,-0.001990325
1977-10,-0.01617223
1977-11,0.12106576
1977-12,-0.04011386
1978-01,0.0369956
1978-02,0.073855095
1978-03,0.059286058
1978-04,0.05321851
1978-05,0.011515919
1978-06,-0.055066388
1978-07,0.016265042
1978-08,-0.216745
1978-09,0.04174579
1978-10,-0.05992818
1978-11,0.091702186
1978-12,0.010227026
1979-01,0.05168113
1979-02,-0.17951804
1979-03,0.06694149
1979-04,0.07699991
1979-05,-0.022435691
1979-06,0.050191678
1979-07,0.018005783
1979-08,0.114524774
1979-09,0.17285156
1979-10,0.14730756
1979-11,0.20778541
1979-12,0.3859621
1980-01,0.25272593
1980-02,0.36070427
1980-03,0.21667257
1980-04,0.23393519
1980-05,0.24568768
1980-06,0.13180715
1980-07,0.20636386
1980-08,0.16441017
1980-09,0.123579785
1980-10,0.09704444
1980-11,0.20625898
1980-12,0.11367448
1981-01,0.4439039
1981-02,0.33654696
1981-03,0.33077416
1981-04,0.19894965
1981-05,0.14773265
1981-06,0.24469398
1981-07,0.26434666
1981-08,0.31205258
1981-09,0.1367701
1981-10,0.055293642
1981-11,0.1656687
1981-12,0.36341155
1982-01,-0.024068594
1982-02,0.06821725
1982-03,-0.1369822
1982-04,0.020402614
1982-05,0.09071935
1982-06,-0.001254813
1982-07,0.07584497
1982-08,-0.045588225
1982-09,0.016534334
1982-10,0.04106187
1982-11,0.029048143
1982-12,0.27728468
1983-01,0.35842478
1983-02,0.3363557
1983-03,0.24756566
1983-04,0.17535259
1983-05,0.22204518
1983-06,0.16691585
1983-07,0.11492752
1983-08,0.28377086
1983-09,0.32571247
1983-10,0.113148436
1983-11,0.24547735
1983-12,0.0960217
1984-01,0.1576408
1984-02,0.020020127
1984-03,0.1439819
1984-04,0.010137946
1984-05,0.2143315
1984-06,-0.03857527
1984-07,0.02486529
1984-08,0.08923666
1984-09,0.12705976
1984-10,0.040902104
1984-11,-0.057650078
1984-12,-0.15602852
1985-01,0.115555644
1985-02,-0.10418369
1985-03,0.04271181
1985-04,0.002820431
1985-05,0.06798743
1985-06,0.121178225
1985-07,-0.02289171
1985-08,0.1431363
1985-09,0.11767927
1985-10,0.039328292
1985-11,0.018120654
1985-12,0.055314235
1986-01,0.11670122
1986-02,0.3093587
1986-03,0.13820969
1986-04,0.13485679
1986-05,0.13101044
1986-06,0.039869364
1986-07,0.042954315
1986-08,0.08790163
1986-09,0.024142634
1986-10,0.051004633
1986-11,0.040114276
1986-12,0.032120056
1987-01,0.22004543
1987-02,0.31599584
1987-03,0.1042513
1987-04,0.1889308
1987-05,0.16939571
1987-06,0.26585028
1987-07,0.347692
1987-08,0.21050136
1987-09,0.26593548
1987-10,0.2695624
1987-11,0.18613103
1987-12,0.37202516
1988-01,0.4591288
1988-02,0.3330214
1988-03,0.38519627
1988-04,0.32767174
1988-05,0.31933275
1988-06,0.3303666
1988-07,0.2556859
1988-08,0.25767827
1988-09,0.25825685
1988-10,0.25470895
1988-11,0.0285716
1988-12,0.17620139
1989-01,-0.026004888
1989-02,0.23738526
1989-03,0.18512803
1989-04,0.1495858
1989-05,0.03825671
1989-06,0.09383324
1989-07,0.26380813
1989-08,0.25223345
1989-09,0.29773393
1989-10,0.2600191
1989-11,0.115310386
1989-12,0.28371435
1990-01,0.2827738
1990-02,0.2788483
1990-03,0.63478655
1990-04,0.49402463
1990-05,0.4059697
1990-06,0.31542733
1990-07,0.3796524
1990-08,0.28095096
1990-09,0.22031836
1990-10,0.38645974
1990-11,0.35899168
1990-12,0.28878507
1991-01,0.3034012
1991-02,0.40704578
1991-03,0.24740826
1991-04,0.43600875
1991-05,0.31398755
1991-06,0.43347692
1991-07,0.46741664
1991-08,0.3620418
1991-09,0.35283542
1991-10,0.2511824
1991-11,0.25364137
1991-12,0.23831233
1992-01,0.3629284
1992-02,0.34844956
1992-03,0.30922502
1992-04,0.16185245
1992-05,0.16797757
1992-06,0.15643437
1992-07,0.005340178
1992-08,0.03774724
1992-09,-0.08989003
1992-10,-0.022682443
1992-11,-0.03733938
1992-12,0.0987191
1993-01,0.26102683
1993-02,0.28333458
1993-03,0.23608024
1993-04,0.19514886
1993-05,0.19561708
1993-06,0.16445984
1993-07,0.15863113
1993-08,0.08418279
1993-09,0.045521
1993-10,0.15051647
1993-11,0.06566902
1993-12,0.14829841
1994-01,0.20031653
1994-02,0.014015382
1994-03,0.2354704
1994-04,0.25558197
1994-05,0.20769495
1994-06,0.3143522
1994-07,0.18217762
1994-08,0.1732785
1994-09,0.2722316
1994-10,0.34696406
1994-11,0.3531186
1994-12,0.24739553
1995-01,0.4136034
1995-02,0.64013445
1995-03,0.35640875
1995-04,0.42731202
1995-05,0.26464343
1995-06,0.37844232
1995-07,0.4418498
1995-08,0.391613
1995-09,0.27957153
1995-10,0.3794013
1995-11,0.3753971
1995-12,0.17401667
1996-01,0.21639673
1996-02,0.46155682
1996-03,0.28837228
1996-04,0.2516304
1996-05,0.23714958
1996-06,0.21651417
1996-07,0.32539067
1996-08,0.35149437
1996-09,0.20457508
1996-10,0.1276655
1996-11,0.31625834
1996-12,0.32326874
1997-01,0.249036
1997-02,0.3044231
1997-03,0.39708522
1997-04,0.3775284
1997-05,0.31710884
1997-06,0.4917558
1997-07,0.3461336
1997-08,0.40574697
1997-09,0.4674913
1997-10,0.5718022
1997-11,0.61571497
1997-12,0.52387583
1998-01,0.56295884
1998-02,0.7973743
1998-03,0.5894701
1998-04,0.65089345
1998-05,0.63906676
1998-06,0.6679476
1998-07,0.6590942
1998-08,0.64562
1998-09,0.43478084
1998-10,0.41109028
1998-11,0.38224158
1998-12,0.48756233
1999-01,0.38727385
1999-02,0.6039604
1999-03,0.26383874
1999-04,0.26947567
1999-05,0.24778172
1999-06,0.32476828
1999-07,0.31040752
1999-08,0.3025803
1999-09,0.27602673
1999-10,0.3069994
1999-11,0.28691778
1999-12,0.31378937
2000-01,0.1813369
2000-02,0.49915195
2000-03,0.44504285
2000-04,0.5384152
2000-05,0.30583388
2000-06,0.35022554
2000-07,0.3257623
2000-08,0.3747202
2000-09,0.3107709
2000-10,0.19478567
2000-11,0.24529685
2000-12,0.20167485
2001-01,0.3641736
2001-02,0.3918914
2001-03,0.52045214
2001-04,0.45251644
2001-05,0.48934218
2001-06,0.44591305
2001-07,0.50912946
2001-08,0.5074936
2001-09,0.49257064
2001-10,0.46419922
2001-11,0.69211686
2001-12,0.54156554
2002-01,0.64738756
2002-02,0.64263743
2002-03,0.7994003
2002-04,0.56820667
2002-05,0.50280696
2002-06,0.4493149
2002-07,0.5694794
2002-08,0.4984804
2002-09,0.50192404
2002-10,0.50043756
2002-11,0.49447978
2002-12,0.34704286
2003-01,0.65388346
2003-02,0.48562348
2003-03,0.4836408
2003-04,0.47277167
2003-05,0.52228177
2003-06,0.42513412
2003-07,0.48383975
2003-08,0.6121032
2003-09,0.5746869
2003-10,0.6567764
2003-11,0.4990721
2003-12,0.6602281
2004-01,0.5089659
2004-02,0.6348689
2004-03,0.5282557
2004-04,0.52279246
2004-05,0.3509264
2004-06,0.3109701
2004-07,0.2371915
2004-08,0.45830214
2004-09,0.46726716
2004-10,0.52292866
2004-11,0.65105134
2004-12,0.41492847
2005-01,0.6500714
2005-02,0.5338276
2005-03,0.6459096
2005-04,0.63164985
2005-05,0.553209
2005-06,0.5688213
2005-07,0.55488116
2005-08,0.58098936
2005-09,0.6340549
2005-10,0.68443674
2005-11,0.64322066
2005-12,0.6012785
2006-01,0.49990448
2006-02,0.6455558
2006-03,0.5436838
2006-04,0.48621994
2006-05,0.47178113
2006-06,0.5718819
2006-07,0.4763779
2006-08,0.6333706
2006-09,0.5499711
2006-10,0.6137472
2006-11,0.6608606
2006-12,0.7172778
2007-01,0.8930489
2007-02,0.6396716
2007-03,0.59194857
2007-04,0.7261497
2007-05,0.58012205
2007-06,0.5006901
2007-07,0.5630122
2007-08,0.5837867
2007-09,0.5083473
2007-10,0.5590799
2007-11,0.5355275
2007-12,0.4190314
2008-01,0.21021165
2008-02,0.26930034
2008-03,0.6136748
2008-04,0.44805107
2008-05,0.43248922
2008-06,0.38399747
2008-07,0.5340773
2008-08,0.45276764
2008-09,0.5480162
2008-10,0.59095585
2008-11,0.63220257
2008-12,0.47205406
2009-01,0.590299
2009-02,0.4712784
2009-03,0.446841
2009-04,0.528052
2009-05,0.5503384
2009-06,0.62348837
2009-07,0.68074554
2009-08,0.6221325
2009-09,0.68177086
2009-10,0.6202137
2009-11,0.7060584
2009-12,0.6401616
2010-01,0.71060747
2010-02,0.790133
2010-03,0.8602273
2010-04,0.8335469
2010-05,0.7149151
2010-06,0.6450033
2010-07,0.617418
2010-08,0.6146318
2010-09,0.5642509
2010-10,0.64213544
2010-11,0.7345654
2010-12,0.43702212
2011-01,0.45676896
2011-02,0.42912033
2011-03,0.5563974
2011-04,0.60221565
2011-05,0.4433624
2011-06,0.5482127
2011-07,0.64491206
2011-08,0.6510249
2011-09,0.53794116
2011-10,0.5763366
2011-11,0.5112523
2011-12,0.4948284
2012-01,0.3695542
2012-02,0.4647088
2012-03,0.4209962
2012-04,0.6105001
2012-05,0.6589486
2012-06,0.629351
2012-07,0.5677964
2012-08,0.6449439
2012-09,0.64759123
2012-10,0.73216254
2012-11,0.7210487
2012-12,0.46368304
2013-01,0.6078035
2013-02,0.52651656
2013-03,0.5829416
2013-04,0.5748126
2013-05,0.55688584
2013-06,0.6593197
2013-07,0.5891785
2013-08,0.6352067
2013-09,0.7221902
2013-10,0.65039635
2013-11,0.7700115
2013-12,0.6076413
2014-01,0.6695645
2014-02,0.49080646
2014-03,0.694528
2014-04,0.7363123
2014-05,0.7370879
2014-06,0.61747456
2014-07,0.58096063
2014-08,0.73377496
2014-09,0.756769
2014-10,0.7423641
2014-11,0.6300028
2014-12,0.6848146
2015-01,0.7400083
2015-02,0.7817504
2015-03,0.79528373
2015-04,0.7009158
2015-05,0.7309857
2015-06,0.7596305
2015-07,0.7145488
2015-08,0.7991504
2015-09,0.82609314
2015-10,1.0153373
2015-11,0.9959859
2015-12,1.0416831
2016-01,1.0877535
2016-02,1.2235882
2016-03,1.1820778
2016-04,1.0296462
2016-05,0.8804874
2016-06,0.77708083
2016-07,0.77772677
2016-08,0.94857633
2016-09,0.8455436
2016-10,0.819029
2016-11,0.8444865
2016-12,0.7791289
2017-01,0.9519715
2017-02,1.0670907
2017-03,1.0645919
2017-04,0.84599763
2017-05,0.7798254
2017-06,0.6575457
2017-07,0.80458516
2017-08,0.81099087
2017-09,0.72930163
2017-10,0.809492
2017-11,0.8058706
2017-12,0.814828
2018-01,0.7106047
2018-02,0.7957914
2018-03,0.79007506
2018-04,0.8223178
2018-05,0.7131687
2018-06,0.73752576
2018-07,0.73341423
2018-08,0.73473924
2018-09,0.67586756
2018-10,0.86932087
2018-11,0.74476707
2018-12,0.82425606
2019-01,0.79959583
2019-02,0.8442263
2019-03,1.0757369
2019-04,0.9388049
2019-05,0.777625
2019-06,0.80911994
2019-07,0.8571952
2019-08,0.85825413
2019-09,0.8026575
2019-10,0.9556284
2019-11,0.9372168
2019-12,1.03681
2020-01,1.0694565
2020-02,1.1133686
2020-03,1.0943997
2020-04,1.0626721
2020-05,0.90792704
2020-06,0.82513344
2020-07,0.81607646
2020-08,0.80101144
2020-09,0.86708444
2020-10,0.810693
2020-11,1.0142177
2020-12,0.6930059
2021-01,0.70088863
2021-02,0.56458944
2021-03,0.7263092
2021-04,0.76023066
2021-05,0.7064444
2021-06,0.7133101
2021-07,0.79169667
2021-08,0.7994942
2021-09,0.86751384
2021-10,0.90740275
2021-11,0.8536295
2021-12,0.75135726
2022-01,0.77896076
2022-02,0.7635921
2022-03,0.88960093
2022-04,0.77034736
2022-05,0.7613604
2022-06,0.85821694
2022-07,0.7783804
2022-08,0.85328203
2022-09,0.79009986
2022-10,0.9288549
2022-11,0.67461526
2022-12,0.76835287
2023-01,0.77863723
2023-02,0.8693007
2023-03,1.1246681
2023-04,0.92748064
2023-05,0.8714032
2023-06,1.0518163
2023-07,1.1500274
2023-08,1.1992828
2023-09,1.3521734
2023-10,1.2866082
2023-11,1.3337783
2023-12,1.2585763
2024-01,1.151554
2024-02,1.2902366
2024-03,1.251485
2024-04,1.2052884
2024-05,1.0745293
2024-06,1.1154083
2024-07,1.1379998
2024-08,1.2395844
2024-09,1.1449373
2024-10,1.1999816
2024-11,1.2250495
2024-12,1.0962696
